storeid,name,picturepath,participating,mobile1,mobile2,smartphone,dataconn,tabwithdataconn,landline,city,area,sector,landmark,pincode,storetype,storesize,discountavailable,discounttype,discountpercent,discountcriteria,daysnotworking,starttime,closingtime,deliver,deliverytime,minimumdeliveryamount,knowsenglish,whatsapp,address,email,ownername,lstnumber,cstnumber,pannumber,vatnumber,tinnumber,longitude,lattitude,capturestarttime,captureendtime,imeino,imsino,mac,androidid,Date,F48,Start_Time,F50,End_Time,F52,F53,F54
244,Shivam Trading,lof/seller/IMG_20150929_162314.jpg,Yes,9920744321,0,Yes,,Yes,0,,Airoli,1,Fish Market,400708,Kirana,Flat,No,Big,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,Yes,Yes,Shop No.9 Airoli Naka,kirana244@hylosh.com,DHAWAL BHANUSHALI,,,,,,72.9985016,19.1663833,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
245,Satyam Store,lof/seller/IMG_20150929_162749.jpg,Yes,9819224014,0,Yes,,No,0,,Airoli,1,Fish Market,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,Shop No.955 Airoli Naka,kirana245@hylosh.com,JAYRAM PATEL,,,,,,72.9983566,19.1663216,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
246,Shree Ramdev Super Market,lof/seller/IMG_20150929_163654.jpg,Yes,9022542650,0,Yes,,Yes,0,,Airoli,1,Shiv Sena Office,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,2000,No,Yes,Airoli Naka Thane Belapur Road,kirana246@hylosh.com,,,,,,,72.997325,19.1657183,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
247,Niranjan Traders,lof/seller/IMG_20150929_165009.jpg,Yes,9324340454,9920435227,No,,No,0,,Airoli,1,Laxman Kathod Sutar Sanskrutik Bhawan,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Shop no.3 , Shivsadan Apartment. Shiv Colony",kirana247@hylosh.com,NAVNATH GOLE,,,,,,72.9968133,19.1647249,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
248,Meena Medico,lof/seller/IMG_20150929_170821.jpg,Yes,9029749345,7506308835,Yes,,Yes,0,,Airoli,,Ganesh Nagar,400708,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,"Ganesh Nagar, Airoli",kirana248@hylosh.com,SAMPAT BHAI,,,,,,72.9978909,19.1643499,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
249,Lalit Kirana And Dryfruits,lof/seller/IMG_20150929_171711.jpg,Yes,8879706107,9833200043,Yes,,Yes,0,,Airoli,,Airoli Naka,400708,Kirana,Flat,No,Regular,,0,Friday,1.9E+016,1.9E+016,No,1.9E+016,0,No,Yes,,kirana249@hylosh.com,OMPRAKASH,,,,,,73.0003766,19.1657866,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
250,Shree Pooja Super Market,lof/seller/IMG_20150929_172617.jpg,Yes,9920611130,0,Yes,,Yes,0,,Airoli,,Hanuman Mandir,400708,Kirana,Flat,Yes,Big,,1000,Friday,1.9E+016,1.9E+016,Yes,1.9E+016,10000,No,Yes,"Ganesh Nagar, Chinchpada",kirana250@hylosh.com,,,,,,,73.0008383,19.16583,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
251,Mirani Soap Depo And General Store,lof/seller/IMG_20150929_173432.jpg,Yes,9960691489,0,Yes,,Yes,0,,Airoli,,Hanuman Mandir,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,Yes,Ganesh Nagar Chinchpada,kirana251@hylosh.com,RAFIQ,,,,,,72.9969205,19.1629275,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
252,Shree Ganesh Trading,lof/seller/IMG_20150929_174102.jpg,Yes,9323072398,0,No,,No,0,,Airoli,,Hanuman Mandir,400708,Kirana,Flat,No,Regular,,0,Friday,1.9E+016,1.9E+016,Yes,1.9E+016,100000,No,No,"Ganesh Nagar , Chinchpada Airoli",kirana252@hylosh.com,JETHALAL,,,,,,73.001635,19.165745,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
255,Jayesh General Store,lof/seller/IMG_20151001_161601.jpg,Yes,9833873263,0,No,,No,0,,Panvel,,Near Panvel stn,410206,Kirana,Flat,No,Regular,,0,7,1.9E+016,1.9E+016,Yes,1.9E+016,10,No,No,16 Sai Arcade,kirana255@hylosh.com,JAYESH PATEL,,,,,,73.1242233,18.9908966,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
268,Sri Mahalaxmi kirana General Stores,lof/seller/IMG_20151002_141425.jpg,Yes,7738199473,0,Yes,,Yes,0,,Panvel,9,opp Corporation Bank,410206,Kirana,Flat,Yes,Regular,,0,6,1.9E+016,1.9E+016,Yes,1.9E+016,100,Yes,Yes,20 Kalpurush chk Sector 9 khanda colony new panvel,kirana268@hylosh.com,NARAYAN SINGH,,,,,,73.1141666,19.0067483,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
269,Patil Dairy,lof/seller/IMG_20151002_142021.jpg,Yes,9167299272,0,No,,No,0,,Airoli,,Digha Naka,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Sitaram Park Shop No.1, Digha Navi Mumbai",kirana269@hylosh.com,AANANDA PATIL,,,,,,72.9983966,19.1754416,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
270,Mahavir Kirana Stores,lof/seller/IMG_20151002_142740.jpg,Yes,9869000463,0,Yes,,Yes,2227796003,,Airoli,,Digha Naka,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,Yes,"Shop No.2, Digha Naka, Thane-Belapur Road Navi Mumbai",kirana270@hylosh.com,BABULAL SOLANKI,,,,,,72.9975383,19.175715,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
271,Ganraj kirana stores,lof/seller/IMG_20151002_141807.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana271@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,1.9E+016,,1.9E+016,PM,1.9E+016,
272,Laxmi Medical And General Store,lof/seller/IMG_20151002_143701.jpg,Yes,9172543987,0,Yes,,Yes,0,,Airoli,,Hanuman Mandir,400708,Chemist,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,Yes,Yes,"Ganga Plaza Shop no.8, Digha Navi Mumbai",kirana272@hylosh.com,KAILASH TAK,,,,,,72.9972399,19.17586,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
273,Siddhivinayak Super Market,lof/seller/IMG_20151002_144353.jpg,Yes,9819136554,9022264965,Yes,,Yes,0,,Airoli,,Digha Gaon Market,400708,Kirana,Flat,No,Big,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,2000,No,Yes,"Shop no.1-2' Khandu Apartment, Near Digha Market, Navi Mumbai",kirana273@hylosh.com,SOMNATH,,,,,,72.99698,19.1756733,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
274,Lavkush super market,lof/seller/IMG_20151002_144259.jpg,Yes,9664990655,0,Yes,,No,0,,Panvel,9,opp sect 9 garden,410206,Kirana,Flat,No,Regular,,0,6,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,2 Sri krishna garden,kirana274@hylosh.com,ANKHUSH VALWE,,,,,,73.1135783,19.0076233,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
275,Sambho Mahadev Kirana And General Store,lof/seller/IMG_20151002_145115.jpg,Yes,9867037743,0,Yes,,Yes,0,,Airoli,,Dutta Mandir,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,Yes,"Shop no.1, 'b' Wing.Jagannath Society, Turve Marg Digha",kirana275@hylosh.com,SANTOSH,,,,,,72.99753,19.1749766,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
276,Ashapura Kirana Stores,lof/seller/IMG_20151002_145447.jpg,Yes,9930554706,0,No,,No,0,,Panvel,9,Near Mahalaxmi Jewellers,410206,Kirana,Flat,Yes,Regular,,500,7,1.9E+016,1.9E+016,Yes,1.9E+016,100,Yes,No,6 satyam soc sector9 khanda colony,kirana276@hylosh.com,KUWAR PRATAP SINGJ,,,,,,73.11258,19.00734,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
277,Satguru General Store,lof/seller/IMG_20151002_145718.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana277@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,1.9E+016,,1.9E+016,PM,1.9E+016,
281,Shree Sai Kirana And General Store,lof/seller/IMG_20151002_150651.jpg,Yes,8097646652,0,No,,No,0,,Airoli,,Hindmata Vidyalay,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,No,1.9E+016,0,No,No,"Shop no.1 Raghuvilla Apartment, Digha Navi Mumbai",kirana281@hylosh.com,SHYAM GUPTA,,,,,,72.996428,19.175905,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
282,Om Sai Kirana And General Store,lof/seller/IMG_20151002_151251.jpg,Yes,9833060549,0,Yes,,Yes,0,,Airoli,,Hindmata Vidyalay,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,Yes,"Shop no.3.Siddhivinayak Apartment, Digha Navi Mumbai",kirana282@hylosh.com,LAXMAN MORE,,,,,,72.9960416,19.1753883,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
283,Dighe Mart,lof/seller/IMG_20151002_151805.jpg,Yes,9702103101,0,Yes,,Yes,0,,Airoli,,NMMC Hospital,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,Yes,"Shop no.5 Tulsi Apartment. Bindu Madhv Nagar , Digha Navi Mumbai",kirana283@hylosh.com,SITARAM DIGHE,,,,,,72.9956433,19.176045,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
285,Sri Uma Medical,lof/seller/IMG_20151002_154931.jpg,Yes,9594628381,9167731176,Yes,,No,0,,Panvel,10,opp bridge,410206,Chemist,Flat,Yes,Regular,,100,7,1.9E+016,1.9E+016,Yes,1.9E+016,100,No,No,4 Sri om samarth khand colony panvel,kirana285@hylosh.com,PRAVIN JOSHI,,,,,,73.1129433,19.00639,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
287,Balaram Kirana St,lof/seller/IMG_20151002_161433.jpg,Yes,9619145422,0,No,,No,0,,Airoli,,Digha Talav,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,No,"shop no.3 Gajanan Apartment. Sai baba Galli. Belapur Road, Digha Navi Mumbai",kirana287@hylosh.com,BALARAM,,,,,,72.9972933,19.1759583,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
288,Puna Kirana Store,lof/seller/IMG_20151002_162952.jpg,Yes,9987020930,0,No,,No,0,,Airoli,,Digha Talav,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,No,"Shop no.2 Sai Niwas, Bindu Madhav Nagar, Near NMMC Office Digha Navi Mumbai",kirana288@hylosh.com,BABULAL DEVASHI,,,,,,72.9962733,19.1762216,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
290,Jay Bhawani Trading And Oil Depo,lof/seller/IMG_20151002_164604.jpg,Yes,9699312385,0,Yes,,Yes,0,,Airoli,,Mukund Police Chowki,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,Yes,"Shop no.17 Sathe Nagar Bus Stop, Digha Navi Mumbai",kirana290@hylosh.com,NARESH KUMAR,,,,,,72.9960866,19.1802149,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
295,Kajal Traders General Kirana Store,lof/seller/IMG_20151003_111233.jpg,Yes,9821643539,0,No,,No,0,,Airoli,,Buddha Vihar,400708,Kirana,Flat,No,Regular,,0,All Days Open,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,No,"Ramnagar, Digha Navi Mumbai",kirana295@hylosh.com,DEEPAK PATEL,,,,,,72.9977766,19.1809316,2.02E+016,2.02E+016,,,,,2.02E+016,,1.9E+016,12:00 AM,1.9E+016,12:00 AM,1.9E+016,
