storeid,name,picturepath,participating,mobile1,mobile2,smartphone,dataconn,tabwithdataconn,landline,city,area,sector,landmark,pincode,storetype,storesize,discountavailable,discounttype,discountpercent,discountcriteria,daysnotworking,starttime,closingtime,deliver,deliverytime,minimumdeliveryamount,knowsenglish,whatsapp,address,email,ownername,lstnumber,cstnumber,pannumber,vatnumber,tinnumber,longitude,lattitude,capturestarttime,captureendtime,imeino,imsino,mac,androidid,Date,F48,Start_Time,F50,End_Time,F52,F53,F54
581,gayatri kirana stores,lof/seller/IMG_20151015_140406.jpg,Yes,0,0,No,,No,2269928835,,Kharghar,12,ganesh mandir,410210,Kirana,Flat,No,Regular,,0,months last Friday,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,No,gayatri niwas sector 12 kharghar,kirana584@hylosh.com,,,,,,,73.0662108,19.0404434,2.02E+016,2.02E+016,867000000000000,406000000000000,bc:3a:ea:7c:f0:80,96ff8e45a385709d,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
582,navrang general store,lof/seller/IMG_20151015_140936.jpg,Yes,9833839083,9920703313,Yes,,No,0,,Kharghar,12,opp kotak mahindra bank,410210,Kirana,Flat,No,Regular,,0,friday,1.9E+016,1.9E+016,Yes,1.9E+016,1000,Yes,Yes,shop 14 citizen building sector 12 kharghar,kirana585@hylosh.com,,,,,,,73.0677683,19.0400166,2.02E+016,2.02E+016,911000000000000,405000000000000,90:21:81:26:9c:08,a7e56ec2f8644cd9,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
583,janata super market,lof/seller/IMG_20151015_140901.jpg,Yes,0,0,No,,No,2232995106,,Kharghar,12,ganesh mandir,410210,Kirana,Flat,No,Regular,,0,months last Friday,1.9E+016,1.9E+016,Yes,1.9E+016,1000,No,No,aaiji niwas sector 12 kharghar,kirana586@hylosh.com,,,,,,,73.0669379,19.040424,2.02E+016,2.02E+016,867000000000000,406000000000000,bc:3a:ea:7c:f0:80,96ff8e45a385709d,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
584,city medical & general store,lof/seller/IMG_20151015_141313.jpg,Yes,0,0,Yes,,No,2238560404,,Kharghar,12,opp kotak mahindra bank,410210,Chemist,Flat,No,Regular,,0,all day working,1.9E+016,1.9E+016,Yes,1.9E+016,1000,Yes,Yes,shop 13 citizen building sector 12 kharghar,kirana587@hylosh.com,,,,,,,73.067765,19.0401216,2.02E+016,2.02E+016,911000000000000,405000000000000,90:21:81:26:9c:08,a7e56ec2f8644cd9,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
585,shree mahadev kirana store,lof/seller/IMG_20151015_141646.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana588@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,1.9E+016,,1.9E+016,PM,1.9E+016,
586,shree mahalaxmi medical & general stores,lof/seller/IMG_20151015_142948.jpg,Yes,9769918196,0,Yes,,No,0,,Kharghar,12,Ramaa pathology,410210,Chemist,Flat,No,Regular,,0,sunday,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,No,plot f 42 sector 12 kharghar,kirana589@hylosh.com,,,,,,,73.0668709,19.0429999,2.02E+016,2.02E+016,867000000000000,406000000000000,bc:3a:ea:7c:f0:80,96ff8e45a385709d,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
587,shree ganesh general store,lof/seller/IMG_20151015_143209.jpg,Yes,9819340153,0,Yes,,No,0,,Kharghar,13,opp ambika bhavan,410210,Kirana,Flat,No,Regular,,0,month last friday,1.9E+016,1.9E+016,Yes,1.9E+016,1000,Yes,Yes,shop 2 sai shradha sector 13 kharghar,kirana590@hylosh.com,AVDHESH SINGH,,,,,,73.0722266,19.0424433,2.02E+016,2.02E+016,911000000000000,405000000000000,90:21:81:26:9c:08,a7e56ec2f8644cd9,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
588,shruti medical & general store,lof/seller/IMG_20151015_143329.jpg,Yes,9224842644,9969588733,Yes,,No,0,,Kharghar,12,ekta avenue,410210,Chemist,Flat,No,Regular,,0,sunday,1.9E+016,1.9E+016,Yes,1.9E+016,500,Yes,Yes,shop 14 ekta avenue sector 12 kharghar,kirana591@hylosh.com,,,,,,,73.0666932,19.0427988,2.02E+016,2.02E+016,867000000000000,406000000000000,bc:3a:ea:7c:f0:80,96ff8e45a385709d,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
589,patanjli ayurvedic bhandar,lof/seller/IMG_20151015_143837.jpg,Yes,8879742005,8879926771,Yes,,No,0,,Kharghar,13,sai bhakti chs,410210,Chemist,Flat,No,Regular,,0,all day working,1.9E+016,1.9E+016,No,1.9E+016,0,Yes,Yes,shop 3 sai bhakti sector 13 kharghar,kirana592@hylosh.com,,,,,,,73.0723916,19.043095,2.02E+016,2.02E+016,911000000000000,405000000000000,90:21:81:26:9c:08,a7e56ec2f8644cd9,2.02E+016,,1.9E+016,PM,1.9E+016,PM,1.9E+016,
590,shree ganesh medical & general stores,lof/seller/IMG_20151015_144244.jpg,No,0,0,NA,,,0,,NA,,,0,NA,NA,NA,,,0,,1.9E+016,1.9E+016,NA,0,0,,NA,,kirana593@hylosh.com,,,,,,,0,0,0,2.02E+016,,,,,2.02E+016,,1.9E+016,,1.9E+016,PM,1.9E+016,
